ID,Type,SKU,Name,Published,"Is featured?","Visibility in catalog","Short description",Description,"Tax status","In stock?",Stock,"Regular price","Sale price",Categories,Tags,Images,"Attribute 1 name","Attribute 1 value(s)","Attribute 2 name","Attribute 2 value(s)","Attribute 3 name","Attribute 3 value(s)"
61,simple,ET-1180080214,"تشک نوجوان 180 * 80 کامل طبی 14 سال ضمانت رویال",1,0,visible,"تشک نوجوان کامل طبی با 14 سال ضمانت","تشک نوجوان کامل طبی رویال با 14 سال ضمانت. سایز 180×80 سانتی‌متر.",taxable,1,50,11700000,,"تشک > نوجوان,تشک > کامل طبی","تشک,نوجوان,طبی,رویال",,سایز,"180 × 80",نوع,"کامل طبی",گارانتی,"14 سال"
62,simple,ET-1180080212,"تشک نوجوان 180 * 80 کامل طبی 12 سال ضمانت رویال",1,0,visible,"تشک نوجوان کامل طبی با 12 سال ضمانت","تشک نوجوان کامل طبی رویال با 12 سال ضمانت.",taxable,1,50,11300000,,"تشک > نوجوان,تشک > کامل طبی","تشک,نوجوان,طبی,رویال",,سایز,"180 × 80",نوع,"کامل طبی",گارانتی,"12 سال"
63,simple,ET-1180080210,"تشک نوجوان 180 * 80 کامل طبی 10 سال ضمانت رویال",1,0,visible,"تشک نوجوان کامل طبی با 10 سال ضمانت","تشک نوجوان کامل طبی رویال با 10 سال ضمانت.",taxable,1,50,9400000,8900000,"تشک > نوجوان,تشک > کامل طبی","تشک,نوجوان,طبی,رویال",,سایز,"180 × 80",نوع,"کامل طبی",گارانتی,"10 سال"
64,simple,ET-1180080206,"تشک نوجوان 180 * 80 کامل طبی 6 سال ضمانت رویال",1,0,visible,"تشک نوجوان کامل طبی با 6 سال ضمانت","تشک نوجوان کامل طبی رویال با 6 سال ضمانت.",taxable,1,50,7800000,,"تشک > نوجوان,تشک > کامل طبی","تشک,نوجوان,طبی,رویال",,سایز,"180 × 80",نوع,"کامل طبی",گارانتی,"6 سال"
65,simple,ET-1180080203,"تشک نوجوان 180 * 80 کامل طبی 4 سال ضمانت رویال",1,0,visible,"تشک نوجوان کامل طبی با 4 سال ضمانت","تشک نوجوان کامل طبی رویال با 4 سال ضمانت.",taxable,1,50,4900000,,"تشک > نوجوان,تشک > کامل طبی","تشک,نوجوان,طبی,رویال",,سایز,"180 × 80",نوع,"کامل طبی",گارانتی,"4 سال"
66,simple,ET-1180080202,"تشک نوجوان 180 * 80 کامل طبی 2 سال ضمانت رویال",1,0,visible,"تشک نوجوان کامل طبی با 2 سال ضمانت","تشک نوجوان کامل طبی رویال با 2 سال ضمانت.",taxable,1,50,3600000,,"تشک > نوجوان,تشک > کامل طبی","تشک,نوجوان,طبی,رویال",,سایز,"180 × 80",نوع,"کامل طبی",گارانتی,"2 سال"
67,simple,ET-1180080114,"تشک نوجوان 180 * 80 طبی فنری 14 سال ضمانت رویال",1,0,visible,"تشک نوجوان طبی فنری با 14 سال ضمانت","تشک نوجوان طبی فنری رویال با 14 سال ضمانت.",taxable,1,50,12800000,12100000,"تشک > نوجوان,تشک > طبی فنری","تشک,نوجوان,طبی فنری,رویال",,سایز,"180 × 80",نوع,"طبی فنری",گارانتی,"14 سال"
68,simple,ET-1180080112,"تشک نوجوان 180 * 80 طبی فنری 12 سال ضمانت رویال",1,0,visible,"تشک نوجوان طبی فنری با 12 سال ضمانت","تشک نوجوان طبی فنری رویال با 12 سال ضمانت.",taxable,1,50,11300000,,"تشک > نوجوان,تشک > طبی فنری","تشک,نوجوان,طبی فنری,رویال",,سایز,"180 × 80",نوع,"طبی فنری",گارانتی,"12 سال"
69,simple,ET-1180080110,"تشک نوجوان 180 * 80 طبی فنری 10 سال ضمانت رویال",1,0,visible,"تشک نوجوان طبی فنری با 10 سال ضمانت","تشک نوجوان طبی فنری رویال با 10 سال ضمانت.",taxable,1,50,9800000,,"تشک > نوجوان,تشک > طبی فنری","تشک,نوجوان,طبی فنری,رویال",,سایز,"180 × 80",نوع,"طبی فنری",گارانتی,"10 سال"
70,simple,ET-1180080108,"تشک نوجوان 180 * 80 طبی فنری 8 سال ضمانت رویال",1,0,visible,"تشک نوجوان طبی فنری با 8 سال ضمانت","تشک نوجوان طبی فنری رویال با 8 سال ضمانت.",taxable,1,50,8100000,,"تشک > نوجوان,تشک > طبی فنری","تشک,نوجوان,طبی فنری,رویال",,سایز,"180 × 80",نوع,"طبی فنری",گارانتی,"8 سال"
71,simple,ET-1180080106,"تشک نوجوان 180 * 80 طبی فنری 6 سال ضمانت رویال",1,0,visible,"تشک نوجوان طبی فنری با 6 سال ضمانت","تشک نوجوان طبی فنری رویال با 6 سال ضمانت.",taxable,1,50,7300000,,"تشک > نوجوان,تشک > طبی فنری","تشک,نوجوان,طبی فنری,رویال",,سایز,"180 × 80",نوع,"طبی فنری",گارانتی,"6 سال"
72,simple,ET-1180080105,"تشک نوجوان 180 * 80 طبی فنری 5 سال ضمانت رویال",1,0,visible,"تشک نوجوان طبی فنری با 5 سال ضمانت","تشک نوجوان طبی فنری رویال با 5 سال ضمانت.",taxable,1,50,5400000,,"تشک > نوجوان,تشک > طبی فنری","تشک,نوجوان,طبی فنری,رویال",,سایز,"180 × 80",نوع,"طبی فنری",گارانتی,"5 سال"
73,simple,ET-1180080104,"تشک نوجوان 180 * 80 طبی فنری 4 سال ضمانت رویال",1,0,visible,"تشک نوجوان طبی فنری با 4 سال ضمانت","تشک نوجوان طبی فنری رویال با 4 سال ضمانت.",taxable,1,50,5000000,,"تشک > نوجوان,تشک > طبی فنری","تشک,نوجوان,طبی فنری,رویال",,سایز,"180 × 80",نوع,"طبی فنری",گارانتی,"4 سال"
74,simple,ET-1180080103,"تشک نوجوان 180 * 80 طبی فنری 3 سال ضمانت رویال",1,0,visible,"تشک نوجوان طبی فنری با 3 سال ضمانت","تشک نوجوان طبی فنری رویال با 3 سال ضمانت.",taxable,1,50,4600000,,"تشک > نوجوان,تشک > طبی فنری","تشک,نوجوان,طبی فنری,رویال",,سایز,"180 × 80",نوع,"طبی فنری",گارانتی,"3 سال"
75,simple,ET-1180080102,"تشک نوجوان 180 * 80 فنری 2 سال ضمانت رویال",1,0,visible,"تشک نوجوان فنری با 2 سال ضمانت","تشک نوجوان فنری رویال با 2 سال ضمانت.",taxable,1,50,3800000,,"تشک > نوجوان,تشک > فنری","تشک,نوجوان,فنری,رویال",,سایز,"180 × 80",نوع,"فنری",گارانتی,"2 سال"
76,simple,ET-SB-SETAYESH,"سرویس خواب ستایش",1,1,visible,"سرویس خواب ستایش با سایزهای مختلف","سرویس خواب ستایش - قابل سفارش در سایزهای 200×90، 200×120، 200×160، 200×180. در طراحی‌های تو کلاسیک و رومانتیک.",taxable,1,20,28800000,,"سرویس خواب","سرویس خواب,ستایش,دو نفره",,سایز,"200 × 90, 200 × 120, 200 × 160, 200 × 180",,,,
77,simple,ET-SB-HILDA,"سرویس خواب هیلدا",1,1,visible,"سرویس خواب هیلدا مدرن","سرویس خواب هیلدا - طراحی مدرن و شیک. در تمام سایزها موجود است.",taxable,1,15,31900000,,"سرویس خواب","سرویس خواب,هیلدا,مدرن",,سایز,"200 × 90, 200 × 120, 200 × 160, 200 × 180",,,,
78,simple,ET-SB-NOBEL,"سرویس خواب نوبل",1,1,visible,"سرویس خواب لوکس نوبل","سرویس خواب نوبل - سبک لوکس و مجلل.",taxable,1,15,31800000,,"سرویس خواب","سرویس خواب,نوبل,لوکس",,سایز,"200 × 90, 200 × 120, 200 × 160, 200 × 180",,,,
79,simple,ET-SB-NEOCLASSIC,"سرویس خواب نئو کلاسیک",1,0,visible,"سرویس خواب نئو کلاسیک","سرویس خواب نئو کلاسیک - تلفیق کلاسیک و مدرن.",taxable,1,20,24800000,,"سرویس خواب","سرویس خواب,نئو کلاسیک",,سایز,"200 × 90, 200 × 120, 200 × 160, 200 × 180",,,,
80,simple,ET-SB-ARTA,"سرویس خواب آرتا",1,1,visible,"سرویس خواب لوکس آرتا","سرویس خواب آرتا - طراحی لوکس و مدرن.",taxable,1,10,34300000,,"سرویس خواب","سرویس خواب,آرتا,لوکس",,سایز,"200 × 90, 200 × 120, 200 × 160, 200 × 180",,,,
81,simple,ET-SB-BISKUITI,"سرویس خواب بیسکوییتی",1,0,visible,"سرویس خواب بیسکوییتی اقتصادی","سرویس خواب بیسکوییتی - طراحی مینیمال و مقرون به صرفه.",taxable,1,30,17800000,,"سرویس خواب","سرویس خواب,بیسکوییتی,اقتصادی",,سایز,"200 × 90, 200 × 120, 200 × 160, 200 × 180",,,,
82,simple,ET-SB-SOFIA,"سرویس خواب صوفیا",1,1,visible,"سرویس خواب صوفیا","سرویس خواب صوفیا - طراحی زیبا و رومانتیک.",taxable,1,15,30800000,,"سرویس خواب","سرویس خواب,صوفیا",,سایز,"200 × 90, 200 × 120, 200 × 160, 200 × 180",,,,
83,simple,ET-SB-ATENA,"سرویس خواب آتنا",1,1,visible,"سرویس خواب آتنا","سرویس خواب آتنا - طراحی ترکیبی و شیک.",taxable,1,15,28800000,,"سرویس خواب","سرویس خواب,آتنا",,سایز,"200 × 90, 200 × 120, 200 × 160, 200 × 180",,,,
84,simple,ET-SB-UNIQUE,"سرویس خواب یونیک",1,1,visible,"سرویس خواب یونیک پرفروش","سرویس خواب یونیک - یکی از پرفروش‌ترین سرویس‌ها با طراحی منحصربه‌فرد.",taxable,1,25,22800000,,"سرویس خواب","سرویس خواب,یونیک,پرفروش",,سایز,"200 × 90, 200 × 120, 200 × 160, 200 × 180",,,,
85,simple,ET-4200160402,"تخت خواب دو نفره 200 * 160 چستر کد 402",1,0,visible,"تخت خواب دو نفره مدل چستر","تخت خواب دو نفره 200×160 مدل چستر کد 402 - طراحی کلاسیک با پارچه مرغوب.",taxable,1,10,18800000,,"تخت خواب","تخت خواب,دو نفره,چستر",,سایز,"200 × 160",مدل,"چستر 402",,
86,simple,ET-4200160401,"تخت خواب دو نفره 200 * 160 تمام پارچه ای کد 401",1,1,visible,"تخت خواب تمام پارچه اقتصادی","تخت خواب دو نفره 200×160 تمام پارچه کد 401 - قیمت مناسب و کیفیت بالا.",taxable,1,20,9800000,,"تخت خواب","تخت خواب,دو نفره,پارچه",,سایز,"200 × 160",مدل,"پارچه ای 401",,
87,simple,ET-2200180101,"محافظ تشک ضد آب 200 * 180 دیواره دار رویال",1,0,visible,"محافظ تشک ضد آب دیواره‌دار","محافظ تشک ضد آب رویال - سایز 200×180. مناسب برای حفاظت از تشک دو نفره.",taxable,1,100,3300000,,"کالای خواب > محافظ تشک","محافظ تشک,ضد آب,رویال",,سایز,"200 × 180",نوع,"ضد آب",,
88,simple,ET-2200160101,"محافظ تشک ضد آب 200 * 160 دیواره دار رویال",1,1,visible,"محافظ تشک ضد آب 200×160","محافظ تشک ضد آب رویال - سایز 200×160. پرفروش.",taxable,1,150,2900000,,"کالای خواب > محافظ تشک","محافظ تشک,ضد آب,رویال,پرفروش",,سایز,"200 × 160",نوع,"ضد آب",,
89,simple,ET-2200120101,"محافظ تشک ضد آب 200 * 120 دیواره دار رویال",1,1,visible,"محافظ تشک ضد آب 200×120","محافظ تشک ضد آب رویال - سایز 200×120. پرفروش.",taxable,1,150,2300000,,"کالای خواب > محافظ تشک","محافظ تشک,ضد آب,رویال,پرفروش",,سایز,"200 × 120",نوع,"ضد آب",,
90,simple,ET-2200090101,"محافظ تشک ضد آب 200 * 90 دیواره دار رویال",1,0,visible,"محافظ تشک ضد آب 200×90","محافظ تشک ضد آب رویال - سایز 200×90.",taxable,1,100,1900000,,"کالای خواب > محافظ تشک","محافظ تشک,ضد آب,رویال",,سایز,"200 × 90",نوع,"ضد آب",,
91,simple,ET-2180080101,"محافظ تشک ضد آب 180 * 80 دیواره دار رویال",1,0,visible,"محافظ تشک ضد آب 180×80","محافظ تشک ضد آب رویال - سایز 180×80. مناسب تشک نوجوان.",taxable,1,100,1800000,,"کالای خواب > محافظ تشک","محافظ تشک,ضد آب,رویال",,سایز,"180 × 80",نوع,"ضد آب",,
92,simple,ET-3200160301,"سرویس رو تختی 6 تیکه 200 * 160 کد 301",1,0,visible,"سرویس روتختی 6 تیکه","سرویس روتختی 6 تیکه 200×160 کد 301 - شامل روتختی، روبالشی، ملحفه و گیره.",taxable,1,30,3500000,,"کالای خواب > سرویس روتختی","روتختی,۶ تیکه",,سایز,"200 × 160",کد,"301",,
93,simple,ET-3200160302,"سرویس رو تختی 6 تیکه 200 * 160 کد 302",1,1,visible,"سرویس روتختی 6 تیکه - پرفروش","سرویس روتختی 6 تیکه 200×160 کد 302 - پرفروش.",taxable,1,40,3500000,,"کالای خواب > سرویس روتختی","روتختی,۶ تیکه,پرفروش",,سایز,"200 × 160",کد,"302",,
94,simple,ET-3200160303,"سرویس رو تختی 6 تیکه 200 * 160 کد 303",1,0,visible,"سرویس روتختی 6 تیکه","سرویس روتختی 6 تیکه 200×160 کد 303.",taxable,1,30,3500000,,"کالای خواب > سرویس روتختی","روتختی,۶ تیکه",,سایز,"200 × 160",کد,"303",,
95,simple,ET-1200180107,"تشک دو نفره 200 * 180 طبی فنری 7 سال ضمانت رویال",0,0,visible,"تشک دو نفره طبی فنری با 7 سال ضمانت - ناموجود","تشک دو نفره 200×180 طبی فنری با 7 سال ضمانت رویال.",taxable,0,0,,,"تشک > تشک دو نفره,تشک > طبی فنری","تشک,دو نفره,طبی فنری,رویال,ناموجود",,سایز,"200 × 180",نوع,"طبی فنری",گارانتی,"7 سال"
96,simple,ET-1200160107,"تشک دو نفره 200 * 160 طبی فنری 7 سال ضمانت رویال",0,0,visible,"تشک دو نفره طبی فنری با 7 سال ضمانت - ناموجود","تشک دو نفره 200×160 طبی فنری با 7 سال ضمانت رویال.",taxable,0,0,,,"تشک > تشک دو نفره,تشک > طبی فنری","تشک,دو نفره,طبی فنری,رویال,ناموجود",,سایز,"200 × 160",نوع,"طبی فنری",گارانتی,"7 سال"
97,simple,ET-BALESH-01,"بالش طبی رویال مدل بلند",1,0,visible,"بالش طبی رویال","بالش طبی رویال - طراحی ارگونومیک برای راحتی گردن.",taxable,1,200,890000,,"کالای خواب > بالش","بالش,طبی,رویال",,نوع,"طبی",,,,
98,simple,ET-BALESH-02,"بالش پر قو درجه یک رویال",1,0,visible,"بالش پر قو لوکس","بالش پر قو درجه یک رویال - لوکس و راحت.",taxable,1,150,1250000,,"کالای خواب > بالش","بالش,پر قو,رویال",,نوع,"پر قو",,,,
99,simple,ET-LEHAF-01,"لحاف تشکی دو نفره 200 * 160 رویال",1,0,visible,"لحاف تشکی دو نفره","لحاف تشکی دو نفره رویال - سایز 200×160. گرم و راحت.",taxable,1,50,2800000,,"کالای خواب > لحاف","لحاف,دو نفره,رویال",,سایز,"200 × 160",,,,
